Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
49,2009,2,18,10,True,0.127853881,50,7,3.8,3,10.0,83,8.0,30.25,18188
135,2009,5,15,4,False,0.56975381,58,29,12.9,4,10.0,96,6.0,29.97,0
231,2009,8,19,13,True,0.058168317,65,30,8.6,1,9.0,66,6.0,29.85,18238
366,2008,12,31,19,False,0.810763889,48,30,4.1,4,10.0,93,9.0,30.17,0
316,2008,11,11,4,False,0.673170732,57,28,10.2,4,10.0,96,7.0,30.17,0
238,2009,8,26,22,False,0.743686869,62,30,12.1,1,10.0,93,15.0,30.04,0
335,2008,11,30,7,True,0.408547009,55,7,2.3,2,4.0,93,3.0,30.14,191
52,2009,2,21,19,True,0.688253012,55,14,6.9,4,10.0,78,24.0,29.93,0
47,2009,2,16,10,True,0.128834356,51,15,12.6,4,8.0,89,9.0,29.56,2983
194,2009,7,13,4,True,0.568155785,70,28,10.6,1,10.0,86,6.0,30.0,0
170,2009,6,19,19,True,0.461104848,63,27,23.3,1,10.0,70,32.0,29.71,2016
111,2009,4,21,1,False,0.829813665,74,29,6.7,1,10.0,70,0.0,29.95,0
362,2008,12,27,1,False,1.06445993,45,12,1.3,1,10.0,83,0.0,30.32,0
336,2008,12,1,16,True,0.515410959,53,28,6.9,4,6.0,80,11.0,30.13,469
95,2009,4,5,1,False,0.875,59,23,3.5,0,10.0,46,0.0,30.06,0
173,2009,6,22,7,True,0.351747463,67,29,10.7,0,10.0,72,0.0,29.84,8824
311,2008,11,6,13,True,0.203525641,60,30,4.6,1,10.0,54,0.0,30.3,24013
279,2008,10,5,19,True,0.605451937,65,28,11.1,1,10.0,81,15.0,30.01,0
245,2008,9,1,22,False,0.759640103,69,28,7.5,0,10.0,49,6.0,29.86,0
70,2009,3,11,4,False,0.707213579,50,28,5.9,1,10.0,73,3.0,30.04,0
22,2009,1,22,13,True,0.164451827,53,2,2.6,4,4.0,93,7.0,30.0,4956
43,2009,2,12,22,False,0.98757764,49,22,6.0,4,10.0,71,13.0,30.1,0
319,2008,11,14,16,True,0.501639344,66,10,6.5,1,10.0,27,7.0,30.04,6731
176,2009,6,25,1,False,0.757609921,65,26,8.6,1,10.0,86,7.0,29.91,0
346,2008,12,11,16,True,0.515625,50,29,4.9,3,6.0,78,0.0,30.04,4287
159,2009,6,8,19,True,0.465986395,61,26,14.2,3,10.0,70,13.0,29.87,1922
76,2009,3,17,16,True,0.307479224,58,28,9.0,2,10.0,78,15.0,30.24,15649
146,2009,5,26,16,True,0.267816092,60,30,10.5,2,10.0,51,18.0,29.84,19945
231,2009,8,19,22,False,0.726485149,65,30,8.6,1,10.0,78,6.0,29.87,0
37,2009,2,6,22,False,1.00952381,53,13,7.5,4,7.0,86,15.0,29.83,0
259,2008,9,15,19,True,0.55704698,60,28,12.6,1,10.0,83,18.0,29.94,193
100,2009,4,10,7,True,0.398717949,54,27,15.8,4,10.0,83,13.0,29.85,1920
200,2009,7,19,22,False,0.674364896,64,30,13.1,2,10.0,83,11.0,29.94,0
352,2008,12,17,7,True,0.429319372,43,29,8.4,1,10.0,73,0.0,30.05,0
164,2009,6,13,16,True,0.259593679,64,26,10.1,2,10.0,57,15.0,29.96,21543
81,2009,3,22,4,False,0.675749319,49,29,22.1,4,10.0,77,20.0,30.0,0
173,2009,6,22,13,True,0.054114994,67,29,10.7,0,10.0,31,17.0,29.8,33697
200,2009,7,19,19,True,0.466512702,64,30,13.1,1,9.0,81,16.0,29.87,1833
140,2009,5,20,19,True,0.480836237,57,27,12.3,2,10.0,75,11.0,29.91,1469
26,2009,1,26,19,True,0.752052545,47,32,6.6,0,10.0,71,8.0,30.2,0
204,2009,7,23,7,True,0.36744186,60,26,13.6,3,10.0,86,8.0,29.92,1107
313,2008,11,8,7,True,0.376811594,58,27,10.2,3,10.0,93,0.0,30.06,115
92,2009,4,2,10,True,0.174770039,54,27,25.1,1,10.0,75,24.0,29.98,27354
311,2008,11,6,22,False,1.068910256,60,30,4.6,0,10.0,93,5.0,30.26,0
2,2009,1,2,22,False,1.117647059,51,25,10.3,2,10.0,83,8.0,30.0,0
339,2008,12,4,19,False,0.82616179,54,6,7.4,0,8.0,83,5.0,30.02,0
340,2008,12,5,10,True,0.105172414,54,15,3.5,1,6.0,72,6.0,30.23,13253
324,2008,11,19,7,True,0.391666667,54,27,5.7,4,6.0,86,7.0,30.14,0
324,2008,11,19,16,True,0.508333333,54,27,5.7,3,10.0,80,9.0,30.11,5693
14,2009,1,14,19,False,0.781355932,55,9,2.3,3,10.0,55,0.0,30.15,0
150,2009,5,30,7,True,0.350857143,61,26,11.2,4,10.0,80,6.0,30.02,719
239,2009,8,27,16,True,0.289873418,71,29,9.8,3,10.0,47,18.0,29.95,17989
152,2009,6,1,19,True,0.469783352,59,27,10.9,3,10.0,83,11.0,29.92,339
241,2009,8,29,7,True,0.396178344,74,29,12.4,1,10.0,66,0.0,29.91,0
183,2009,7,2,1,False,0.763306908,64,29,12.3,1,10.0,87,7.0,29.85,0
167,2009,6,16,13,True,0.05524239,61,27,15.0,3,10.0,68,20.0,29.92,28838
135,2009,5,15,7,True,0.35873388,58,29,12.9,3,10.0,86,5.0,29.98,5768
300,2008,10,26,16,True,0.37962963,60,29,11.3,1,9.0,78,15.0,30.03,7800
213,2009,8,1,22,False,0.691943128,63,28,13.0,2,10.0,84,10.0,30.0,0
169,2009,6,18,22,False,0.664785553,66,29,11.0,0,10.0,78,15.0,29.8,0
364,2008,12,29,16,True,0.500869565,51,30,3.2,2,10.0,72,0.0,30.22,6822
233,2009,8,21,1,False,0.838107098,68,29,9.2,4,10.0,87,6.0,29.93,0
99,2009,4,9,1,False,0.863577864,53,20,8.8,4,10.0,77,8.0,30.05,0
297,2008,10,23,7,True,0.448854962,69,31,4.3,0,10.0,65,5.0,30.04,2603
294,2008,10,20,22,False,0.915407855,58,27,13.3,1,10.0,90,8.0,30.18,0
245,2008,9,1,1,False,0.859897172,69,28,7.5,0,10.0,75,8.0,29.82,0
162,2009,6,11,19,True,0.46440678,63,26,16.3,3,10.0,75,21.0,29.95,1956
318,2008,11,13,13,True,0.206219313,60,28,6.0,1,10.0,63,9.0,30.16,22652
347,2008,12,12,19,False,0.827826087,53,27,9.4,4,10.0,80,29.0,29.86,0
101,2009,4,11,10,True,0.167519182,54,27,18.0,2,10.0,64,18.0,30.12,28693
62,2009,3,3,16,True,0.404069767,54,20,17.3,3,10.0,55,24.0,29.86,4139
290,2008,10,16,10,True,0.171641791,69,29,4.1,0,10.0,70,3.0,30.08,21798
166,2009,6,15,22,False,0.665914221,62,27,11.2,4,10.0,78,13.0,29.95,0
310,2008,11,5,16,True,0.490415335,53,30,3.8,4,10.0,52,8.0,30.25,4638
8,2009,1,8,13,True,0.176672384,48,4,3.8,4,9.0,86,6.0,30.17,7129
59,2009,2,28,10,True,0.12041116,55,10,3.1,4,10.0,69,3.0,30.05,9928
214,2009,8,2,1,False,0.801897983,63,27,13.5,4,10.0,84,13.0,29.99,0
316,2008,11,11,19,False,0.790243902,57,28,10.2,3,10.0,72,11.0,30.27,0
305,2008,10,31,19,False,0.67032967,65,15,13.0,3,10.0,59,21.0,30.08,0
317,2008,11,12,22,False,1.086460033,60,28,5.9,2,10.0,93,0.0,30.23,0
4,2009,1,4,13,True,0.18134715,42,27,2.4,3,10.0,61,3.0,30.17,20749
128,2009,5,8,16,True,0.27824019,61,28,15.3,1,10.0,58,25.0,29.95,19863
43,2009,2,12,4,False,0.689440994,49,22,6.0,3,10.0,86,6.0,30.09,0
148,2009,5,28,22,False,0.680045872,61,31,8.0,2,10.0,83,10.0,29.94,0
296,2008,10,22,10,True,0.173515982,68,14,2.7,0,10.0,21,7.0,30.09,21804
299,2008,10,25,16,True,0.378461538,68,29,4.6,0,10.0,28,6.0,29.98,7775
62,2009,3,3,4,False,0.64244186,54,20,17.3,3,10.0,75,18.0,29.91,0
312,2008,11,7,22,False,1.072347267,62,30,5.2,0,10.0,87,7.0,30.11,0
283,2008,10,9,22,False,0.877729258,62,27,14.6,0,10.0,67,11.0,29.97,0
1,2009,1,1,22,False,1.119584055,47,3,3.8,4,4.0,89,0.0,30.07,0
108,2009,4,18,10,True,0.161654135,59,30,8.3,1,7.0,83,5.0,30.14,28194
255,2008,9,11,10,True,0.167108753,61,29,11.4,2,10.0,73,3.0,29.87,10767
133,2009,5,13,7,True,0.36,58,27,16.6,3,10.0,49,0.0,30.04,8004
283,2008,10,9,4,False,0.694323144,62,27,14.6,0,10.0,80,13.0,29.92,0
130,2009,5,10,22,False,0.70295858,58,28,15.8,1,10.0,64,10.0,29.98,0
292,2008,10,18,1,False,0.984962406,59,29,10.3,1,10.0,62,10.0,29.99,0
269,2008,9,25,1,False,0.918055556,67,29,9.3,0,10.0,67,3.0,29.91,0
3,2009,1,3,13,True,0.183074266,44,30,5.2,3,10.0,54,7.0,30.05,20941
163,2009,6,12,10,True,0.146892655,62,26,14.0,4,10.0,75,14.0,29.96,17168
65,2009,3,6,16,True,0.401438849,52,28,12.6,3,10.0,64,18.0,30.1,14635
156,2009,6,5,19,True,0.467650397,64,26,8.0,2,10.0,72,11.0,29.95,1731
87,2009,3,28,4,False,0.661764706,59,28,12.1,0,10.0,83,3.0,29.97,0
287,2008,10,13,16,True,0.360413589,64,28,6.4,0,10.0,18,18.0,30.19,10116
272,2008,9,28,1,False,0.925666199,61,30,12.3,1,10.0,90,13.0,29.92,0
99,2009,4,9,10,True,0.168597169,53,20,8.8,4,10.0,77,7.0,30.01,7047
230,2009,8,18,19,True,0.502469136,62,29,11.5,1,10.0,87,18.0,29.81,499
248,2008,9,4,1,False,0.86770428,76,30,6.9,0,10.0,73,0.0,29.83,0
125,2009,5,5,16,True,0.280239521,64,23,7.3,3,10.0,64,10.0,30.06,9848
210,2009,7,29,16,True,0.263529412,65,27,13.6,1,10.0,66,22.0,29.85,13620
73,2009,3,14,22,False,0.81372549,51,27,12.9,3,10.0,77,10.0,30.05,0
39,2009,2,8,19,True,0.718110236,50,23,9.0,4,10.0,86,11.0,29.82,0
229,2009,8,17,7,True,0.386223862,62,29,14.2,1,9.0,84,8.0,29.92,1379
306,2008,11,1,7,True,0.46214511,63,16,12.8,4,4.0,90,14.0,29.97,168
323,2008,11,18,13,True,0.207641196,57,29,9.3,1,9.0,75,18.0,30.12,21856
229,2009,8,17,4,False,0.607626076,62,29,14.2,1,10.0,87,7.0,29.87,0
37,2009,2,6,4,False,0.704761905,53,13,7.5,3,10.0,86,8.0,29.82,0
215,2009,8,3,19,True,0.480380499,64,27,11.5,1,10.0,75,14.0,29.97,1509
37,2009,2,6,13,True,0.152380952,53,13,7.5,4,9.0,83,6.0,29.79,4337
350,2008,12,15,16,True,0.513937282,46,21,8.9,3,10.0,61,15.0,29.79,198
11,2009,1,11,7,True,0.440273038,48,3,2.7,1,10.0,83,3.0,30.5,0
344,2008,12,9,13,True,0.204506066,49,6,6.4,1,10.0,55,7.0,30.23,21545
57,2009,2,26,22,False,0.942307692,53,27,11.1,2,10.0,77,8.0,30.23,0
124,2009,5,4,1,False,0.799519808,61,20,8.1,3,10.0,93,7.0,30.08,0
195,2009,7,14,10,True,0.155784651,73,30,10.4,0,10.0,64,5.0,29.86,27500
39,2009,2,8,16,True,0.434645669,50,23,9.0,3,10.0,69,16.0,29.85,7760
125,2009,5,5,13,True,0.064670659,64,23,7.3,3,10.0,68,11.0,30.08,20567
104,2009,4,14,22,False,0.747782003,50,29,26.6,0,10.0,63,16.0,29.97,0
257,2008,9,13,19,True,0.553333333,61,29,9.0,1,10.0,81,14.0,29.89,239
214,2009,8,2,4,False,0.588374852,63,27,13.5,4,10.0,90,5.0,29.99,0
248,2008,9,4,22,False,0.766536965,76,30,6.9,0,10.0,33,5.0,29.77,0
333,2008,11,28,13,True,0.207482993,53,24,3.9,4,10.0,83,5.0,30.24,10939
249,2008,9,5,10,True,0.166666667,77,29,8.5,0,10.0,64,3.0,29.82,23551
340,2008,12,5,13,True,0.205172414,54,15,3.5,1,9.0,56,0.0,30.18,20321
68,2009,3,9,16,True,0.312944523,49,29,13.2,1,10.0,50,18.0,30.11,17309
71,2009,3,12,13,True,0.057827927,51,28,9.5,1,10.0,62,14.0,30.1,31733
297,2008,10,23,19,True,0.650381679,69,31,4.3,0,10.0,25,11.0,29.98,0
354,2008,12,19,13,True,0.197207679,49,26,9.2,2,10.0,59,14.0,30.3,18824
226,2009,8,14,10,True,0.163814181,63,26,19.3,1,10.0,63,26.0,29.99,27737
6,2009,1,6,4,False,0.751724138,49,17,3.5,4,10.0,93,0.0,30.27,0
166,2009,6,15,4,True,0.553047404,62,27,11.2,4,10.0,72,3.0,29.93,0
253,2008,9,9,4,False,0.641633729,63,21,10.5,3,10.0,78,7.0,29.75,0
260,2008,9,16,22,False,0.803234501,59,28,12.7,2,10.0,78,11.0,29.99,0
323,2008,11,18,1,False,0.988372093,57,29,9.3,1,10.0,81,0.0,30.11,0
133,2009,5,13,13,True,0.063529412,58,27,16.6,3,10.0,40,24.0,30.07,31009
122,2009,5,2,13,True,0.064009662,60,18,11.0,4,10.0,81,20.0,30.08,11213
119,2009,4,29,19,True,0.5018226,54,27,15.2,2,10.0,66,14.0,30.16,1111
105,2009,4,15,7,True,0.391414141,49,28,20.5,0,10.0,61,17.0,30.07,6685
242,2009,8,30,22,False,0.753512133,61,27,15.8,4,10.0,90,13.0,29.87,0
138,2009,5,18,10,True,0.146682189,59,29,15.6,2,10.0,72,18.0,29.9,19620
107,2009,4,17,7,True,0.38770389,57,28,12.1,1,10.0,83,0.0,30.26,6529
331,2008,11,26,22,False,1.123728814,55,34,2.1,4,8.0,90,0.0,29.95,0
360,2008,12,25,13,True,0.191637631,47,28,21.1,2,10.0,57,28.0,29.81,20992
178,2009,6,27,22,False,0.662528217,70,30,9.7,0,10.0,53,8.0,29.87,0
275,2008,10,1,1,False,0.933427762,66,29,7.8,1,10.0,67,0.0,30.0,0
142,2009,5,22,16,True,0.270520231,59,27,10.2,2,10.0,65,24.0,29.89,21473
366,2008,12,31,4,False,0.751736111,48,30,4.1,4,0.5,96,0.0,30.2,0
179,2009,6,28,13,True,0.053047404,70,30,11.6,1,10.0,48,20.0,29.84,32832
4,2009,1,4,10,True,0.129533679,42,27,2.4,2,10.0,71,0.0,30.21,11696
177,2009,6,26,1,False,0.759593679,63,29,9.8,1,10.0,80,8.0,29.9,0
293,2008,10,19,13,True,0.097891566,56,27,11.5,2,10.0,72,21.0,30.05,25347
198,2009,7,17,13,True,0.050691244,62,30,13.7,1,10.0,57,17.0,29.98,32608
310,2008,11,5,1,False,0.947284345,53,30,3.8,0,10.0,74,6.0,30.22,0
341,2008,12,6,19,False,0.825862069,51,3,3.6,1,9.0,77,3.0,30.17,0
171,2009,6,20,1,False,0.756482525,59,26,18.8,1,10.0,77,31.0,29.72,0
140,2009,5,20,7,True,0.355400697,57,27,12.3,3,10.0,74,9.0,29.97,8628
289,2008,10,15,10,True,0.171130952,68,29,6.4,0,10.0,65,6.0,30.08,7478
196,2009,7,15,4,False,0.56946039,62,30,14.7,1,10.0,90,9.0,29.88,0
357,2008,12,22,13,True,0.193717277,48,26,8.9,3,10.0,71,11.0,29.89,10962
142,2009,5,22,4,True,0.561849711,59,27,10.2,3,10.0,83,0.0,29.89,0
326,2008,11,21,13,True,0.207705193,55,28,6.6,1,10.0,37,0.0,30.11,22287
81,2009,3,22,22,False,0.795640327,49,29,22.1,1,10.0,63,16.0,30.31,0
290,2008,10,16,22,False,0.902985075,69,29,4.1,0,10.0,42,0.0,30.03,0
88,2009,3,29,22,False,0.780292943,54,28,19.6,0,10.0,42,13.0,30.01,0
323,2008,11,18,7,True,0.390365449,57,29,9.3,1,10.0,93,7.0,30.14,512
120,2009,4,30,7,True,0.372121212,55,27,12.0,3,10.0,74,15.0,30.18,4162
152,2009,6,1,16,True,0.264538198,59,27,10.9,3,10.0,70,13.0,29.91,13171
59,2009,2,28,19,True,0.672540382,55,10,3.1,4,10.0,75,3.0,29.97,41
286,2008,10,12,13,True,0.094117647,63,32,13.4,0,10.0,25,14.0,30.15,0
151,2009,5,31,1,False,0.761415525,58,27,11.8,4,10.0,83,11.0,29.98,0
332,2008,11,27,7,True,0.404074703,56,29,7.2,4,8.0,90,6.0,30.05,0
290,2008,10,16,13,True,0.097014925,69,29,4.1,0,10.0,54,0.0,30.03,15159
42,2009,2,11,16,True,0.430577223,49,22,7.7,4,7.0,83,10.0,30.1,0
206,2009,7,25,4,False,0.579439252,60,29,15.0,4,10.0,86,8.0,29.98,0
351,2008,12,16,1,False,1.057591623,43,5,9.3,3,10.0,76,3.0,29.89,0
49,2009,2,18,7,True,0.401826484,50,7,3.8,1,10.0,93,0.0,30.22,314
192,2009,7,11,19,True,0.462328767,62,28,13.3,3,10.0,81,11.0,30.0,1398
258,2008,9,14,7,True,0.408299866,62,29,10.1,4,10.0,84,5.0,29.97,250
269,2008,9,25,16,True,0.331944444,67,29,9.3,2,10.0,57,21.0,29.88,11864
100,2009,4,10,4,False,0.629487179,54,27,15.8,4,10.0,86,8.0,29.83,0
284,2008,10,10,16,True,0.354744526,57,29,17.6,2,10.0,46,29.0,29.91,10179
284,2008,10,10,19,True,0.617518248,57,29,17.6,0,10.0,64,18.0,29.92,0
291,2008,10,17,7,True,0.441616766,70,31,4.4,2,10.0,81,0.0,30.05,2718
91,2009,4,1,10,True,0.175461741,56,27,19.3,1,10.0,54,10.0,30.02,26755
103,2009,4,13,13,True,0.063532402,55,27,19.6,3,10.0,60,21.0,30.07,29857
119,2009,4,29,4,False,0.591737546,54,27,15.2,2,10.0,83,17.0,30.17,0
98,2009,4,8,10,True,0.169032258,56,21,9.6,3,10.0,72,11.0,30.08,8803
303,2008,10,29,19,False,0.666146646,56,30,8.3,2,10.0,90,11.0,29.94,0
313,2008,11,8,4,False,0.666666667,58,27,10.2,1,10.0,90,9.0,30.08,0
208,2009,7,27,1,False,0.791569087,61,29,14.2,3,10.0,96,15.0,29.96,0
119,2009,4,29,1,False,0.810449575,54,27,15.2,2,10.0,83,9.0,30.17,0
218,2009,8,6,16,True,0.268263473,66,27,12.9,2,10.0,59,15.0,30.03,20514
114,2009,4,24,1,False,0.822660099,53,27,24.4,4,10.0,77,11.0,29.96,0
233,2009,8,21,4,False,0.613947696,68,29,9.2,4,10.0,90,0.0,29.91,0
316,2008,11,11,13,True,0.204878049,57,28,10.2,3,10.0,72,10.0,30.24,9466
16,2009,1,16,19,True,0.775716695,55,12,2.0,0,10.0,55,0.0,30.2,0
10,2009,1,10,4,False,0.747008547,56,8,6.9,0,10.0,64,14.0,30.43,0
321,2008,11,16,1,False,0.983471074,63,5,2.0,0,10.0,75,0.0,30.08,0
348,2008,12,13,10,True,0.111304348,49,29,15.9,2,10.0,57,15.0,29.92,12944
3,2009,1,3,7,True,0.438687392,44,30,5.2,1,10.0,86,3.0,30.05,6
48,2009,2,17,22,False,0.972477064,51,18,11.8,3,10.0,86,6.0,30.1,0
290,2008,10,16,4,False,0.708955224,69,29,4.1,0,10.0,64,3.0,30.03,0
12,2009,1,12,4,False,0.746166951,59,9,9.5,1,10.0,58,9.0,30.28,0
109,2009,4,19,16,True,0.28875,69,30,3.9,0,10.0,43,5.0,30.02,17762
218,2009,8,6,4,False,0.594011976,66,27,12.9,4,10.0,81,10.0,29.97,0
