Day of Year,Year,Month,Day,First Hour of Period,Is Daylight,Distance to Solar Noon,Average Temperature (Day),Average Wind Direction (Day),Average Wind Speed (Day),Sky Cover,Visibility,Relative Humidity,Average Wind Speed (Period),Average Barometric Pressure (Period),Power Generated
11,2009,1,11,4,False,0.747440273,48,3,2.7,0,10.0,77,6.0,30.49,0
261,2008,9,17,16,True,0.318918919,62,24,9.6,0,10.0,54,17.0,30.01,13893
347,2008,12,12,16,True,0.514782609,53,27,9.4,4,9.0,83,14.0,29.88,2812
278,2008,10,4,7,True,0.426323319,64,26,14.4,4,8.0,90,8.0,29.79,1653
308,2008,11,3,19,False,0.773015873,58,20,10.6,3,10.0,87,13.0,29.85,0
39,2009,2,8,4,False,0.699212598,50,23,9.0,2,10.0,93,0.0,29.86,0
270,2008,9,26,19,True,0.582753825,66,29,10.7,1,10.0,90,15.0,29.92,43
268,2008,9,24,10,True,0.16735823,66,29,10.1,1,10.0,66,3.0,29.95,22695
207,2009,7,26,16,True,0.261988304,63,30,13.0,2,10.0,65,24.0,29.93,21065
60,2009,3,1,4,False,0.647144949,59,14,9.9,3,10.0,80,6.0,29.98,0
292,2008,10,18,22,False,0.909774436,59,29,10.3,2,10.0,83,8.0,30.06,0
60,2009,3,1,7,True,0.383601757,59,14,9.9,4,10.0,86,5.0,30.04,0
147,2009,5,27,22,False,0.680826636,60,30,11.4,1,10.0,90,11.0,29.89,0
281,2008,10,7,10,True,0.169075145,65,28,10.2,2,7.0,81,3.0,30.17,15458
71,2009,3,12,16,True,0.311706629,51,28,9.5,1,10.0,72,20.0,30.1,16613
276,2008,10,2,10,True,0.169274538,67,27,9.5,3,10.0,73,6.0,29.98,7496
363,2008,12,28,13,True,0.187826087,51,10,2.4,3,10.0,80,0.0,30.33,14950
237,2009,8,25,7,True,0.39245283,63,29,9.8,2,9.0,87,7.0,29.99,1390
182,2009,7,1,13,True,0.052036199,65,31,8.6,1,10.0,55,8.0,29.83,35405
15,2009,1,15,4,False,0.742808799,56,13,3.2,1,10.0,80,0.0,30.14,0
91,2009,4,1,13,True,0.062005277,56,27,19.3,0,10.0,52,25.0,30.0,32471
73,2009,3,14,7,True,0.446778711,51,27,12.9,4,10.0,66,9.0,30.05,1260
355,2008,12,20,22,False,1.137870855,43,29,2.3,2,10.0,63,5.0,30.27,0
22,2009,1,22,16,True,0.46345515,53,2,2.6,4,8.0,93,0.0,30.0,2298
136,2009,5,16,19,True,0.484210526,71,30,6.4,0,10.0,40,18.0,29.85,1305
4,2009,1,4,19,False,0.803108808,42,27,2.4,3,10.0,68,8.0,30.22,0
101,2009,4,11,16,True,0.292838875,54,27,18.0,3,10.0,67,23.0,30.15,18950
230,2009,8,18,4,False,0.608641975,62,29,11.5,4,10.0,83,5.0,29.86,0
343,2008,12,8,10,True,0.107266436,50,33,4.9,3,9.0,77,8.0,30.1,3336
276,2008,10,2,16,True,0.342816501,67,27,9.5,3,10.0,76,9.0,29.92,4961
201,2009,7,20,4,False,0.574074074,61,28,14.6,2,10.0,87,5.0,29.93,0
126,2009,5,6,13,True,0.064516129,64,28,10.1,3,10.0,68,11.0,30.14,17727
59,2009,2,28,16,True,0.408223201,55,10,3.1,4,10.0,75,5.0,29.96,6459
93,2009,4,3,7,True,0.410222805,51,28,18.0,1,10.0,71,13.0,30.0,4944
150,2009,5,30,4,True,0.556571429,61,26,11.2,4,10.0,80,6.0,30.0,0
99,2009,4,9,7,True,0.4002574,53,20,8.8,4,10.0,74,8.0,30.02,30
286,2008,10,12,22,False,0.888235294,63,32,13.4,1,10.0,27,7.0,30.19,0
305,2008,10,31,10,True,0.177394035,65,15,13.0,4,9.0,87,6.0,30.13,1283
362,2008,12,27,22,False,1.130662021,45,12,1.3,3,10.0,77,0.0,30.39,0
63,2009,3,4,13,True,0.143478261,50,18,7.9,3,10.0,57,13.0,30.03,25415
80,2009,3,21,1,False,0.924863388,52,22,10.9,4,10.0,83,14.0,29.93,0
103,2009,4,13,4,False,0.622617535,55,27,19.6,3,10.0,90,20.0,30.13,0
124,2009,5,4,13,True,0.06482593,61,20,8.1,4,10.0,66,13.0,30.04,16895
295,2008,10,21,10,True,0.172989378,64,28,4.0,1,10.0,75,0.0,30.2,21774
299,2008,10,25,13,True,0.101538462,68,29,4.6,0,10.0,61,3.0,30.01,23672
191,2009,7,10,22,False,0.667808219,61,28,14.6,3,10.0,87,22.0,29.99,0
313,2008,11,8,16,True,0.492753623,58,27,10.2,4,6.0,93,10.0,29.93,696
287,2008,10,13,22,False,0.892171344,64,28,6.4,0,10.0,62,7.0,30.2,0
121,2009,5,1,1,False,0.807506053,56,17,8.5,4,10.0,66,8.0,30.1,0
169,2009,6,18,7,True,0.351015801,66,29,11.0,1,10.0,78,5.0,29.87,8499
322,2008,11,17,13,True,0.206953642,64,9,1.2,1,7.0,70,3.0,30.11,21511
98,2009,4,8,7,True,0.401290323,56,21,9.6,3,10.0,83,3.0,30.02,436
60,2009,3,1,22,False,0.934114202,59,14,9.9,4,10.0,78,25.0,29.93,0
22,2009,1,22,10,True,0.134551495,53,2,2.6,4,4.0,96,0.0,30.02,120
18,2009,1,18,13,True,0.168067227,55,14,2.5,0,5.0,54,3.0,30.26,23065
226,2009,8,14,1,False,0.82396088,63,26,19.3,2,10.0,72,18.0,29.96,0
277,2008,10,3,16,True,0.343794579,65,19,8.5,4,10.0,65,9.0,29.77,3375
225,2009,8,13,10,True,0.163215591,67,28,21.2,1,10.0,63,17.0,29.98,27136
134,2009,5,14,7,True,0.35915493,60,27,21.5,4,4.0,90,21.0,30.09,7791
212,2009,7,31,10,True,0.160756501,62,28,12.8,3,10.0,75,13.0,29.99,11886
75,2009,3,16,1,False,0.942976356,59,20,8.6,4,10.0,90,13.0,30.17,0
310,2008,11,5,10,True,0.084664537,53,30,3.8,3,10.0,67,3.0,30.27,16251
126,2009,5,6,1,False,0.795698925,64,28,10.1,3,10.0,90,10.0,30.11,0
192,2009,7,11,7,True,0.359589041,62,28,13.3,3,10.0,83,7.0,30.0,1846
364,2008,12,29,7,True,0.43826087,51,30,3.2,3,9.0,93,0.0,30.28,0
142,2009,5,22,1,False,0.769942197,59,27,10.2,2,10.0,86,5.0,29.91,0
100,2009,4,10,19,True,0.524358974,54,27,15.8,2,10.0,71,25.0,29.89,690
4,2009,1,4,4,False,0.751295337,42,27,2.4,0,10.0,73,0.0,30.1,0
252,2008,9,8,10,True,0.166666667,64,31,5.8,1,9.0,73,5.0,29.78,9910
192,2009,7,11,22,False,0.667808219,62,28,13.3,3,10.0,83,16.0,30.0,0
57,2009,2,26,1,False,0.921597633,53,27,11.1,3,10.0,90,9.0,30.14,0
289,2008,10,15,1,False,0.974702381,68,29,6.4,0,10.0,75,7.0,30.04,0
27,2009,1,27,16,True,0.453355155,47,36,6.0,1,10.0,53,5.0,30.47,10118
27,2009,1,27,19,True,0.747954173,47,36,6.0,0,10.0,68,9.0,30.49,0
236,2009,8,24,13,True,0.060225847,61,27,8.1,1,10.0,59,18.0,29.95,32841
350,2008,12,15,10,True,0.113240418,46,21,8.9,3,9.0,77,9.0,29.81,10192
165,2009,6,14,13,True,0.056433409,64,26,9.6,2,10.0,47,14.0,29.98,35153
17,2009,1,17,16,True,0.471380471,52,6,1.1,1,6.0,69,0.0,30.15,8277
66,2009,3,7,4,False,0.631805158,52,28,6.3,1,10.0,93,0.0,30.08,0
33,2009,2,2,19,True,0.733118971,54,7,1.8,0,10.0,65,0.0,30.15,0
245,2008,9,1,4,False,0.628534704,69,28,7.5,0,10.0,77,5.0,29.85,0
205,2009,7,24,22,False,0.680652681,59,26,13.1,4,10.0,87,8.0,29.97,0
198,2009,7,17,10,True,0.156682028,62,30,13.7,1,10.0,68,8.0,30.02,28196
88,2009,3,29,4,False,0.657789614,54,28,19.6,4,10.0,93,23.0,29.9,0
89,2009,3,30,19,True,0.539176627,57,32,15.4,1,10.0,64,18.0,30.06,519
172,2009,6,21,19,True,0.459977452,61,28,15.4,1,10.0,67,20.0,29.87,1971
111,2009,4,21,22,False,0.735403727,74,29,6.7,1,10.0,35,8.0,29.87,0
285,2008,10,11,13,True,0.093841642,61,31,14.6,1,10.0,28,20.0,29.96,0
238,2009,8,26,16,True,0.289141414,62,30,12.1,1,10.0,70,23.0,29.98,18322
18,2009,1,18,22,False,1.075630252,55,14,2.5,0,10.0,66,3.0,30.26,0
360,2008,12,25,16,True,0.505226481,47,28,21.1,2,10.0,68,26.0,29.86,5808
99,2009,4,9,16,True,0.294723295,53,20,8.8,4,10.0,77,11.0,29.92,2704
56,2009,2,25,19,True,0.678041543,56,17,7.6,4,10.0,80,10.0,30.14,0
349,2008,12,14,10,True,0.113240418,45,16,7.8,4,10.0,74,13.0,29.95,738
47,2009,2,16,13,True,0.147239264,51,15,12.6,3,10.0,74,11.0,29.61,13147
337,2008,12,2,22,False,1.133790738,56,28,6.9,0,10.0,90,0.0,30.19,0
128,2009,5,8,22,False,0.706302021,61,28,15.3,1,10.0,77,14.0,29.96,0
160,2009,6,9,13,True,0.057692308,62,26,11.2,3,10.0,65,14.0,29.93,29746
33,2009,2,2,16,True,0.443729904,54,7,1.8,0,9.0,49,0.0,30.15,10241
264,2008,9,20,4,False,0.65893588,65,28,10.3,4,10.0,90,8.0,30.01,0
271,2008,9,27,16,True,0.335195531,66,29,9.1,1,10.0,59,20.0,29.85,1728
184,2009,7,3,1,False,0.764172336,61,29,14.4,2,10.0,81,7.0,29.92,0
62,2009,3,3,13,True,0.14244186,54,20,17.3,3,9.0,83,17.0,29.91,15361
271,2008,9,27,4,False,0.670391061,66,29,9.1,1,10.0,93,3.0,29.93,0
157,2009,6,6,13,True,0.059023837,62,28,10.6,2,10.0,55,14.0,29.95,35474
274,2008,9,30,19,True,0.594632768,65,29,6.9,1,10.0,68,15.0,29.99,0
164,2009,6,13,22,False,0.665914221,64,26,10.1,2,10.0,81,8.0,29.99,0
209,2009,7,28,19,True,0.474178404,62,27,12.8,3,10.0,84,15.0,29.84,828
58,2009,2,27,7,True,0.386430678,52,32,5.2,3,10.0,74,5.0,30.23,1699
325,2008,11,20,22,False,1.10851419,57,27,6.6,0,10.0,69,3.0,30.21,0
324,2008,11,19,22,False,1.108333333,54,27,5.7,4,10.0,86,8.0,30.16,0
353,2008,12,18,19,False,0.82547993,47,20,8.7,3,10.0,74,9.0,30.17,0
291,2008,10,17,13,True,0.097305389,70,31,4.4,1,10.0,61,5.0,30.0,24427
174,2009,6,23,1,False,0.758465011,66,30,11.5,0,10.0,77,9.0,29.73,0
76,2009,3,17,22,False,0.806094183,58,28,9.0,2,10.0,90,14.0,30.24,0
324,2008,11,19,10,True,0.091666667,54,27,5.7,4,8.0,86,5.0,30.16,3113
11,2009,1,11,1,False,1.054607509,48,3,2.7,0,10.0,77,0.0,30.5,0
302,2008,10,28,7,True,0.455676516,58,29,10.4,3,10.0,96,5.0,30.22,113
281,2008,10,7,19,True,0.611271676,65,28,10.2,0,10.0,73,16.0,30.06,0
349,2008,12,14,7,True,0.426829268,45,16,7.8,3,10.0,83,7.0,29.95,0
171,2009,6,20,7,True,0.350620068,59,26,18.8,2,8.0,75,6.0,29.75,7747
252,2008,9,8,4,False,0.639107612,64,31,5.8,4,10.0,87,5.0,29.75,0
138,2009,5,18,4,True,0.565774156,59,29,15.6,2,10.0,90,10.0,29.87,0
40,2009,2,9,19,True,0.715855573,48,29,16.2,1,10.0,68,21.0,30.04,0
22,2009,1,22,22,False,1.061461794,53,2,2.6,4,10.0,86,3.0,30.01,0
226,2009,8,14,13,True,0.056234719,63,26,19.3,1,10.0,63,21.0,29.99,33293
252,2008,9,8,19,True,0.541994751,64,31,5.8,1,10.0,73,6.0,29.72,773
139,2009,5,19,19,True,0.481955763,59,28,14.4,1,10.0,72,9.0,29.93,1380
309,2008,11,4,7,True,0.371019108,55,29,13.3,2,10.0,80,11.0,30.06,1661
336,2008,12,1,13,True,0.207191781,53,28,6.9,4,4.0,86,9.0,30.14,2907
352,2008,12,17,22,False,1.141361257,43,29,8.4,0,10.0,68,14.0,29.92,0
339,2008,12,4,1,False,1.032702238,54,6,7.4,2,10.0,77,11.0,30.06,0
214,2009,8,2,16,True,0.265717675,63,27,13.5,1,10.0,65,25.0,29.97,20887
153,2009,6,2,1,False,0.760820046,60,28,12.2,4,10.0,93,10.0,29.93,0
280,2008,10,6,4,False,0.688760807,66,28,10.5,4,10.0,90,0.0,30.05,0
361,2008,12,26,13,True,0.18989547,47,29,4.9,1,10.0,54,5.0,30.24,22387
97,2009,4,7,13,True,0.062176166,56,18,9.9,4,10.0,93,3.0,29.92,11377
96,2009,4,6,4,False,0.638132296,62,29,6.4,0,10.0,50,6.0,30.02,0
64,2009,3,5,13,True,0.142857143,52,27,7.3,3,10.0,69,5.0,30.16,27173
125,2009,5,5,22,False,0.711377246,64,23,7.3,4,10.0,90,11.0,30.12,0
92,2009,4,2,7,True,0.41130092,54,27,25.1,2,10.0,89,17.0,29.96,4764
158,2009,6,7,19,True,0.465986395,63,27,16.0,1,10.0,72,16.0,29.9,1748
324,2008,11,19,13,True,0.208333333,54,27,5.7,4,9.0,83,9.0,30.14,7669
21,2009,1,21,13,True,0.164725458,55,4,2.4,4,10.0,67,0.0,29.98,2059
3,2009,1,3,1,False,1.06044905,44,30,5.2,2,10.0,80,3.0,30.01,0
174,2009,6,23,22,False,0.663656885,66,30,11.5,1,10.0,80,13.0,29.78,0
249,2008,9,5,22,False,0.770833333,77,29,8.5,0,10.0,37,8.0,29.79,0
352,2008,12,17,4,False,0.743455497,43,29,8.4,1,10.0,58,9.0,30.05,0
202,2009,7,21,4,False,0.575406032,59,27,16.1,4,10.0,93,11.0,29.97,0
104,2009,4,14,1,False,0.849176172,50,29,26.6,3,10.0,71,21.0,29.96,0
190,2009,7,9,22,False,0.666287016,60,26,14.7,1,10.0,78,17.0,29.99,0
274,2008,9,30,4,False,0.676553672,65,29,6.9,1,10.0,87,5.0,29.99,0
183,2009,7,2,7,True,0.355605889,64,29,12.3,4,10.0,75,0.0,29.87,2399
364,2008,12,29,10,True,0.125217391,51,30,3.2,3,6.0,90,5.0,30.3,3729
9,2009,1,9,7,True,0.440068493,49,11,6.6,4,0.25,96,0.0,30.27,3
247,2008,9,3,4,False,0.632600259,73,29,7.9,0,10.0,78,6.0,29.86,0
174,2009,6,23,16,True,0.257336343,66,30,11.5,1,10.0,55,22.0,29.72,20969
316,2008,11,11,10,True,0.087804878,57,28,10.2,3,10.0,75,10.0,30.27,8425
47,2009,2,16,22,False,0.975460123,51,15,12.6,3,10.0,83,14.0,29.71,0
94,2009,4,4,1,False,0.878590078,53,28,6.0,0,10.0,80,6.0,30.0,0
256,2008,9,12,22,False,0.790945406,60,28,11.7,3,10.0,86,9.0,29.9,0
205,2009,7,24,16,True,0.261072261,59,26,13.1,1,10.0,68,22.0,29.94,19317
248,2008,9,4,10,True,0.167315175,76,30,6.9,0,10.0,64,3.0,29.85,23555
45,2009,2,14,22,False,0.981481481,48,14,12.3,3,10.0,66,14.0,29.86,0
188,2009,7,7,13,True,0.051194539,62,27,12.9,2,10.0,65,22.0,29.97,29027
40,2009,2,9,7,True,0.4144427,48,29,16.2,3,10.0,77,6.0,29.89,795
261,2008,9,17,4,False,0.654054054,62,24,9.6,4,10.0,72,7.0,29.99,0
243,2009,8,31,1,False,0.85787452,63,27,13.9,4,10.0,93,11.0,29.86,0
218,2009,8,6,1,False,0.809580838,66,27,12.9,3,10.0,78,5.0,29.96,0
44,2009,2,13,19,True,0.705882353,49,21,8.1,3,10.0,83,8.0,29.94,0
76,2009,3,17,1,False,0.939058172,58,28,9.0,2,10.0,93,6.0,30.28,0
361,2008,12,26,16,True,0.503484321,47,29,4.9,2,10.0,52,0.0,30.26,6491
264,2008,9,20,10,True,0.167803547,65,28,10.3,4,10.0,70,9.0,30.05,9141
115,2009,4,25,22,False,0.727272727,52,26,18.0,2,10.0,77,31.0,30.13,0
329,2008,11,24,10,True,0.096121417,54,15,2.7,3,3.0,83,6.0,30.07,11153
116,2009,4,26,13,True,0.06495098,55,26,14.8,1,10.0,52,14.0,30.04,34173
192,2009,7,11,13,True,0.051369863,62,28,13.3,3,10.0,53,18.0,30.02,30448
200,2009,7,19,1,False,0.780600462,64,30,13.1,2,10.0,90,10.0,29.9,0
9,2009,1,9,1,False,1.056506849,49,11,6.6,0,6.0,93,5.0,30.22,0
41,2009,2,10,13,True,0.150234742,46,22,10.4,3,10.0,59,8.0,30.21,26486
117,2009,4,27,7,True,0.374847375,52,26,16.8,3,10.0,74,11.0,30.0,4611
228,2009,8,16,19,True,0.498159509,65,30,11.1,1,9.0,78,18.0,29.85,1055
257,2008,9,13,13,True,0.073333333,61,29,9.0,2,10.0,61,16.0,29.89,28611
106,2009,4,16,19,True,0.517632242,52,27,17.2,2,10.0,74,29.0,30.22,731
173,2009,6,22,10,True,0.148816234,67,29,10.7,0,10.0,70,5.0,29.83,29010
188,2009,7,7,22,False,0.66552901,62,27,12.9,0,10.0,72,7.0,29.93,0
114,2009,4,24,10,True,0.157635468,53,27,24.4,2,10.0,59,31.0,30.05,29986
285,2008,10,11,10,True,0.170087977,61,31,14.6,0,10.0,34,20.0,29.98,0
191,2009,7,10,4,True,0.565068493,61,28,14.6,1,10.0,86,9.0,29.98,0
225,2009,8,13,7,True,0.382460414,67,28,21.2,1,10.0,81,16.0,29.97,6406
219,2009,8,7,19,True,0.486194478,64,27,16.1,1,10.0,81,20.0,30.02,1397
172,2009,6,21,16,True,0.257046223,61,28,15.4,1,10.0,58,22.0,29.88,21607
199,2009,7,18,19,True,0.465974625,64,30,13.0,2,10.0,84,18.0,29.89,1810
301,2008,10,27,13,True,0.102325581,55,29,9.0,3,7.0,78,17.0,30.17,15242
205,2009,7,24,7,True,0.368298368,59,26,13.1,4,10.0,83,9.0,29.96,1367
41,2009,2,10,16,True,0.431924883,46,22,10.4,3,10.0,61,11.0,30.18,6262
13,2009,1,13,1,False,1.050933786,61,13,5.3,0,10.0,64,7.0,30.3,0
106,2009,4,16,7,True,0.389168766,52,27,17.2,3,10.0,80,15.0,30.27,6704
261,2008,9,17,19,True,0.562162162,62,24,9.6,0,10.0,70,9.0,30.0,154
169,2009,6,18,13,True,0.05530474,66,29,11.0,1,10.0,54,21.0,29.84,33454
200,2009,7,19,16,True,0.258660508,64,30,13.1,1,10.0,61,22.0,29.85,20623
290,2008,10,16,19,True,0.634328358,69,29,4.1,0,10.0,28,14.0,30.01,0
25,2009,1,25,4,False,0.728171334,50,28,18.7,3,10.0,69,21.0,30.11,0
198,2009,7,17,19,True,0.465437788,62,30,13.7,1,10.0,78,18.0,29.95,1829
314,2008,11,9,1,False,0.959612278,57,28,19.3,3,10.0,83,23.0,29.87,0
194,2009,7,13,7,True,0.361970218,70,28,10.6,1,10.0,70,0.0,30.03,8059
33,2009,2,2,13,True,0.154340836,54,7,1.8,0,9.0,69,6.0,30.2,24249
186,2009,7,5,7,True,0.356413167,61,27,15.1,4,10.0,80,10.0,30.01,1093
34,2009,2,3,1,False,1.0,56,32,3.1,0,9.0,80,0.0,30.14,0
221,2009,8,9,16,True,0.271411339,71,29,9.7,1,10.0,47,20.0,29.88,18938
124,2009,5,4,7,True,0.367346939,61,20,8.1,4,10.0,90,0.0,30.08,2094
163,2009,6,12,13,True,0.056497175,62,26,14.0,3,10.0,59,20.0,29.95,29393
318,2008,11,13,10,True,0.088379705,60,28,6.0,1,9.0,93,5.0,30.23,17909
256,2008,9,12,4,False,0.64713715,60,28,11.7,3,10.0,83,8.0,29.87,0
72,2009,3,13,7,True,0.448033708,52,27,11.5,4,10.0,83,0.0,30.16,738
45,2009,2,14,10,True,0.12962963,48,14,12.3,3,10.0,80,11.0,30.04,14471
189,2009,7,8,16,True,0.255972696,64,28,17.7,1,10.0,53,29.0,29.91,21125
95,2009,4,5,4,False,0.640625,59,23,3.5,0,10.0,61,0.0,30.07,0
178,2009,6,27,4,True,0.556433409,70,30,9.7,0,10.0,86,7.0,29.88,0
43,2009,2,12,16,True,0.428571429,49,22,6.0,3,10.0,59,8.0,30.15,12110
171,2009,6,20,19,True,0.461104848,59,26,18.8,2,10.0,72,9.0,29.77,2016
158,2009,6,7,1,False,0.758503401,63,27,16.0,1,10.0,78,11.0,29.94,0
14,2009,1,14,10,True,0.133898305,55,9,2.3,1,10.0,80,3.0,30.24,12654
254,2008,9,10,1,False,0.880952381,64,28,9.7,3,10.0,81,7.0,29.76,0
303,2008,10,29,16,True,0.385335413,56,30,8.3,2,10.0,70,9.0,29.94,7629
298,2008,10,24,10,True,0.174578867,68,29,4.9,1,10.0,70,5.0,30.05,10461
74,2009,3,15,1,False,0.947001395,55,18,8.2,4,10.0,77,8.0,30.05,0
87,2009,3,28,13,True,0.060160428,59,28,12.1,1,10.0,55,11.0,29.94,32377
96,2009,4,6,22,False,0.762645914,62,29,6.4,1,10.0,64,10.0,29.93,0
111,2009,4,21,10,True,0.159006211,74,29,6.7,3,10.0,70,5.0,29.94,26270
52,2009,2,21,4,False,0.667168675,55,14,6.9,2,10.0,93,0.0,30.06,0
113,2009,4,23,13,True,0.064197531,57,26,10.4,3,10.0,54,17.0,29.95,0
13,2009,1,13,19,False,0.782682513,61,13,5.3,0,10.0,69,0.0,30.23,0
262,2008,9,18,4,False,0.656716418,60,26,7.9,1,10.0,86,0.0,29.99,0
62,2009,3,3,7,True,0.380813953,54,20,17.3,3,10.0,75,24.0,29.9,0
261,2008,9,17,13,True,0.075675676,62,24,9.6,2,10.0,52,10.0,30.04,22094
200,2009,7,19,10,True,0.15704388,64,30,13.1,1,10.0,68,7.0,29.91,27571
284,2008,10,10,1,False,0.959124088,57,29,17.6,0,10.0,69,16.0,29.98,0
293,2008,10,19,19,True,0.640060241,56,27,11.5,4,10.0,86,15.0,30.08,0
180,2009,6,29,10,True,0.150282486,62,30,13.3,1,10.0,70,15.0,29.82,29225
66,2009,3,7,19,True,0.657593123,52,28,6.3,1,10.0,77,13.0,30.07,228
114,2009,4,24,22,False,0.729064039,53,27,24.4,2,10.0,77,17.0,30.07,0
296,2008,10,22,1,False,0.99543379,68,14,2.7,0,10.0,62,0.0,30.08,0
298,2008,10,24,13,True,0.101071975,68,29,4.9,1,10.0,53,3.0,30.0,0
5,2009,1,5,19,False,0.803108808,46,4,4.2,4,6.0,93,0.0,30.21,0
301,2008,10,27,7,True,0.455813953,55,29,9.0,4,4.0,90,6.0,30.19,221
13,2009,1,13,4,False,0.74533107,61,13,5.3,0,10.0,64,8.0,30.3,0
87,2009,3,28,22,False,0.782085561,59,28,12.1,2,10.0,83,20.0,29.94,0
84,2009,3,25,19,True,0.544474394,55,27,16.1,2,10.0,83,31.0,30.07,350
43,2009,2,12,13,True,0.149068323,49,22,6.0,1,10.0,66,5.0,30.17,23065
184,2009,7,3,13,True,0.052154195,61,29,14.4,1,10.0,59,20.0,29.95,34647
174,2009,6,23,7,True,0.35214447,66,30,11.5,0,9.0,72,6.0,29.73,8555
167,2009,6,16,16,True,0.258173619,61,27,15.0,3,10.0,73,20.0,29.92,16318
228,2009,8,16,1,False,0.826993865,65,30,11.1,1,10.0,83,7.0,29.9,0
23,2009,1,23,22,False,1.056291391,54,32,2.7,4,8.0,96,7.0,30.07,0
308,2008,11,3,10,True,0.084126984,58,20,10.6,3,10.0,78,7.0,29.96,7259
233,2009,8,21,13,True,0.058530511,68,29,9.2,1,10.0,68,6.0,29.87,31163
217,2009,8,5,10,True,0.162485066,66,26,14.0,3,10.0,68,13.0,30.02,19029
234,2009,8,22,1,False,0.838951311,63,29,14.7,1,10.0,81,11.0,29.84,0
92,2009,4,2,1,False,0.884362681,54,27,25.1,4,10.0,93,28.0,29.97,0
267,2008,9,23,16,True,0.328275862,69,29,8.7,0,10.0,37,21.0,29.9,12109
154,2009,6,3,4,True,0.555808656,61,28,12.9,3,10.0,80,7.0,29.88,0
280,2008,10,6,1,False,0.948126801,66,28,10.5,4,10.0,93,7.0,30.04,0
32,2009,2,1,10,True,0.133655395,54,32,1.9,0,10.0,42,3.0,30.23,16420
210,2009,7,29,22,False,0.687058824,65,27,13.6,4,10.0,84,13.0,29.89,0
188,2009,7,7,4,True,0.563139932,62,27,12.9,4,10.0,80,9.0,29.93,0
107,2009,4,17,22,False,0.74153074,57,28,12.1,4,10.0,93,20.0,30.16,0
336,2008,12,1,4,False,0.717465753,53,28,6.9,2,4.0,100,6.0,30.13,0
225,2009,8,13,4,False,0.601705238,67,28,21.2,2,10.0,90,15.0,29.94,0
224,2009,8,12,22,False,0.710814095,71,29,12.5,1,10.0,73,10.0,29.96,0
74,2009,3,15,4,False,0.69595537,55,18,8.2,4,6.0,93,5.0,30.04,0
256,2008,9,12,16,True,0.311584554,60,28,11.7,1,10.0,73,21.0,29.85,14692
270,2008,9,26,13,True,0.082058414,66,29,10.7,1,10.0,50,13.0,29.91,26744
78,2009,3,19,4,False,0.683631362,59,28,12.4,3,10.0,86,8.0,30.02,0
185,2009,7,4,19,True,0.46031746,64,27,11.0,1,10.0,70,14.0,29.97,2075
339,2008,12,4,13,True,0.206540448,54,6,7.4,0,7.0,64,6.0,30.03,21285
63,2009,3,4,4,False,0.639130435,50,18,7.9,2,10.0,83,5.0,29.91,0
59,2009,2,28,7,True,0.384728341,55,10,3.1,3,10.0,71,0.0,30.04,659
46,2009,2,15,10,True,0.129230769,49,13,16.6,4,5.0,89,20.0,29.75,2428
109,2009,4,19,4,False,0.61125,69,30,3.9,0,10.0,74,0.0,30.06,0
314,2008,11,9,22,False,1.075928918,57,28,19.3,2,10.0,83,25.0,29.96,0
265,2008,9,21,10,True,0.167123288,63,27,14.4,2,10.0,70,10.0,29.99,12786
35,2009,2,4,7,True,0.42172524,53,20,4.5,4,6.0,89,5.0,29.97,416
36,2009,2,5,7,True,0.420382166,55,16,10.3,4,10.0,90,8.0,29.91,1
300,2008,10,26,13,True,0.101851852,60,29,11.3,1,10.0,59,14.0,30.05,24472
246,2008,9,2,13,True,0.065721649,72,29,6.8,0,10.0,23,9.0,29.88,29025
201,2009,7,20,10,True,0.157407407,61,28,14.6,1,10.0,72,17.0,30.0,10820
110,2009,4,20,7,True,0.384806974,75,31,5.5,1,10.0,78,3.0,30.06,6642
266,2008,9,22,10,True,0.167582418,66,29,7.3,1,10.0,70,5.0,30.02,23081
38,2009,2,7,22,False,1.006329114,55,32,5.3,1,10.0,86,8.0,29.84,0
78,2009,3,19,13,True,0.05914718,59,28,12.4,2,10.0,67,20.0,29.99,31762
363,2008,12,28,16,True,0.500869565,51,10,2.4,3,10.0,67,0.0,30.28,6341
264,2008,9,20,22,False,0.814461119,65,28,10.3,3,10.0,87,15.0,30.0,0
111,2009,4,21,4,False,0.60621118,74,29,6.7,2,10.0,68,3.0,29.93,0
121,2009,5,1,13,True,0.064164649,56,17,8.5,4,10.0,72,0.0,29.96,8841
83,2009,3,24,19,True,0.546684709,52,27,10.7,2,10.0,80,22.0,30.17,445
364,2008,12,29,22,False,1.126956522,51,30,3.2,1,10.0,90,3.0,30.22,0
273,2008,9,29,10,True,0.168776371,62,28,8.4,3,10.0,75,5.0,29.98,13921
87,2009,3,28,19,True,0.54144385,59,28,12.1,2,10.0,72,21.0,29.89,514
251,2008,9,7,22,False,0.77617801,62,29,14.9,1,10.0,90,13.0,29.75,0
202,2009,7,21,1,False,0.784222738,59,27,16.1,4,10.0,93,15.0,29.98,0
2,2009,1,2,10,True,0.128027682,51,25,10.3,4,3.0,93,6.0,29.93,998
88,2009,3,29,13,True,0.061251664,54,28,19.6,1,10.0,46,22.0,29.97,33390
140,2009,5,20,1,False,0.773519164,57,27,12.3,1,10.0,74,8.0,29.94,0
331,2008,11,26,1,False,1.011864407,55,34,2.1,3,10.0,80,3.0,29.94,0
